TIMESTAMP,X POSITION,Y POSITION
000033617,352.4159,422.2646
000033633,352.6505,421.9108
000033650,352.8917,421.5754
000033667,353.1358,421.2606
000033683,353.4107,420.9719
000033700,353.6963,420.7214
000033717,353.9848,420.493
000033733,354.3073,420.2852
000033750,354.67,420.0905
000033767,355.0385,419.9214
000033783,355.4428,419.761
000033800,355.8879,419.6075
000033817,356.3751,419.4841
000033833,356.9005,419.3655
000033850,357.4734,419.2527
000033867,358.1232,419.1724
000033883,358.8196,419.107
000033900,359.571,419.0624
000033917,360.3972,419.0361
000033933,361.2804,419.0206
000033950,362.2693,418.9977
000033967,363.3417,418.9928
000033983,364.5154,419.0213
000034000,365.7848,419.0852
000034017,367.1887,419.1412
000034033,368.6536,419.1985
000034050,370.2055,419.266
000034067,371.9391,419.3705
000034083,373.8919,419.4934
000034100,375.9163,419.6257
000034117,378.0864,419.7831
000034133,380.4119,419.9481
000034150,382.8811,420.0998
000034167,385.679,420.2918
000034183,388.5789,420.5241
000034200,391.7593,420.7795
000034217,395.1764,421.0378
000034233,398.8035,421.3018
000034250,402.8171,421.628
000034267,406.9482,421.9037
000034283,411.5179,422.1743
000034300,416.4079,422.4388
000034317,421.6465,422.6992
000034333,427.4332,422.9548
000034350,433.4746,423.156
000034367,439.9771,423.3683
000034383,446.8878,423.568
000034400,454.3535,423.7546
000034417,462.5992,423.9301
000034433,471.0349,424.0646
000034450,480.0317,424.2127
000034467,489.6145,424.3436
000034483,499.7508,424.4578
000034500,510.3659,424.5818
000034517,521.9912,424.7004
000034533,533.7961,424.8008
000034550,546.0018,424.9259
000034567,558.9359,425.0734
000034583,572.8473,425.2178
000034600,586.7573,425.4337
000034617,601.118,425.7003
000034633,616.4152,426.0088
000034650,632.219,426.387
000034667,648.0266,426.8646
000034683,664.157,427.4694
000034700,681.3659,428.1396
000034717,698.4924,428.8983
000034733,715.6048,429.7545
000034750,733.0291,430.7167
000034767,751.4315,431.7937
000034783,769.3379,432.9577
000034800,787.3448,434.22
000034817,805.9639,435.5898
000034833,824.9938,437.0392
000034850,843.2086,438.4825
000034867,861.7864,439.9951
000034883,881.0652,441.5842
000034900,900.2084,443.1976
000034917,918.9738,444.809
000034933,937.655,446.4238
000034950,956.2536,448.0912
000034967,974.9702,449.7791
000034983,993.5284,451.4638
000035000,1011.865,453.1639
000035017,1030.115,454.9607
000035033,1048.163,456.7328
000035050,1065.674,458.5254
000035067,1082.932,460.3269
000035083,1100.117,462.145
000035100,1117.418,464.0727
000035117,1134.181,465.9783
000035133,1150.857,467.9131
000035150,1167.395,469.8727
000035167,1183.332,471.7913
000035183,1199.274,473.7745
000035200,1214.657,475.7249
000035217,1229.8,477.6899
000035233,1244.998,479.7213
000035250,1259.381,481.695
000035267,1273.84,483.7156
000035283,1288.006,485.7194
000035300,1301.867,487.7065
000035317,1315.919,489.7821
000035333,1329.532,491.8361
000035350,1342.494,493.8022
000035367,1355.296,495.7585
000035383,1368.347,497.7796
000035400,1380.458,499.7298
000035417,1392.702,501.7557
000035433,1404.586,503.764
000035450,1416.097,505.7358
000035467,1427.836,507.755
000035483,1438.824,509.7431
000035500,1449.703,511.7287
000035517,1460.314,513.6752
000035533,1470.399,515.5378
000035550,1480.392,517.4528
000035567,1489.823,519.2881
000035583,1498.93,521.0822
000035600,1507.866,522.8734
000035617,1516.524,524.6374
000035633,1524.738,526.3454
000035650,1532.532,527.998
000035667,1539.936,529.6026
000035683,1547.2,531.2476
000035700,1553.63,532.7571
000035717,1559.56,534.187
000035733,1565.088,535.5597
000035750,1570.289,536.9048
000035767,1575.07,538.2474
000035783,1579.43,539.5516
000035800,1583.345,540.7993
000035817,1586.724,541.97
000035833,1589.781,543.1489
000035850,1592.421,544.2772
000035867,1594.624,545.3311
000035883,1596.451,546.384
000035900,1597.869,547.3881
000035917,1598.961,548.3608
000035933,1599.771,549.3241
000035950,1600.045,550.1973
000035967,1600.077,551.0497
000035983,1599.894,551.8901
000036000,1599.204,552.6747
000036017,1598.256,553.4338
000036033,1597.092,554.1643
000036050,1595.699,554.8442
000036067,1594.038,555.5141
000036083,1592.195,556.1667
000036100,1590.069,556.7817
000036117,1587.693,557.3713
000036133,1585.182,557.9416
000036150,1582.468,558.4993
000036167,1579.736,559.0705
000036183,1577.302,559.6337
000036200,1575.302,560.218
000036217,1573.671,561.6503
000036233,1572.944,562.9515
000036250,1572.41,564.1443
000036267,1571.703,565.5381
000036283,1570.698,567.4647
000036300,1569.693,569.4405
000036317,1568.628,571.7019
000036333,1567.547,574.0402
000036350,1566.471,576.3788
000036367,1565.463,578.689
000036383,1564.422,581.071
000036400,1563.396,583.5182
000036417,1562.446,585.9565
000036433,1561.744,588.1876
000036450,1562.157,589.3334
000036467,1562.633,590.1544
000036483,1563.135,590.8212
000036500,1563.553,591.3201
000036517,1563.8,591.5291
000036533,1563.976,591.5356
000036550,1564.017,591.5641
000036567,1564.04,591.6104
000036583,1564.05,591.6473
000036600,1564.058,591.6514
000036617,1564.069,591.7019
000036633,1564.076,591.7325
000036650,1564.083,591.7715
000036667,1564.072,591.8135
000036683,1564.031,591.835
000036700,1564.01,591.8331
000036717,1564.002,591.8326
000036733,1563.999,591.8325
000036750,1563.999,591.8325
000036767,1563.999,591.8325
000036783,1563.999,591.8325
000036800,1563.999,591.8325
000036817,1563.999,591.8325
000036833,1563.999,591.8325
000036850,1563.999,591.8325
000036867,1563.999,591.8325
000036883,1563.999,591.8325
000036900,1563.999,591.8325
000036917,1563.999,591.8325
000036933,1563.999,591.8325
000036950,1563.999,591.8325
000036967,1563.999,591.8325
000036983,1563.999,591.8325
000037000,1563.999,591.8325
000037017,1563.999,591.8325
000037033,1563.999,591.8325
000037050,1563.999,591.8325
000037067,1563.999,591.8325
000037083,1563.999,591.8325
000037100,1563.999,591.8325
000037117,1563.999,591.8325
000037133,1563.999,591.8325
000037150,1563.999,591.8325
000037167,1563.999,591.8325
000037183,1563.999,591.8325
000037200,1563.999,591.8325
000037217,1563.999,591.8325
000037233,1563.999,591.8325
000037250,1563.999,591.8325
000037267,1563.999,591.8325
000037283,1563.999,591.8325
000037300,1563.999,591.8325
000037317,1563.999,591.8325
000037333,1563.999,591.8325
000037350,1563.999,591.8325
000037367,1563.999,591.8325
000037383,1563.999,591.8325
000037400,1563.999,591.8325
000037417,1563.999,591.8325
000037433,1563.999,591.8325
000037450,1563.999,591.8325
000037467,1563.999,591.8325
000037483,1563.999,591.8325
000037500,1563.999,591.8325
000037517,1563.999,591.8325
000037533,1563.999,591.8325
000037550,1563.999,591.8325
000037567,1563.999,591.8325
000037583,1563.999,591.8325
000037600,1563.999,591.8325
000037617,1563.999,591.8325
000037633,1563.999,591.8325
000037650,1563.999,591.8325
000037667,1563.999,591.8325
000037683,1563.999,591.8325
000037700,1563.999,591.8325
000037717,1563.999,591.8325
000037733,1563.999,591.8325
000037750,1563.999,591.8325
000037767,1563.999,591.8325
000037783,1563.999,591.8325
000037800,1563.999,591.8325
000037817,1563.999,591.8325
000037833,1563.999,591.8325
000037850,1563.999,591.8325
000037867,1563.999,591.8325
000037883,1563.999,591.8325
000037900,1563.999,591.8325
000037917,1563.999,591.8325
000037933,1563.999,591.8325
000037950,1563.999,591.8325
000037967,1563.999,591.8325
000037983,1563.999,591.8325
